"","id","id2","url","Class_new1"
"104","picture104","snev_NA_1783_53665282774__b","https://raw.githubusercontent.com/kampax/Train_Data/refs/heads/main/b/snev_NA_1783_53665282774__b.jpg","Cultural_Religious"
"105","picture105","snev_NA_2100_52794729379__b","https://raw.githubusercontent.com/kampax/Train_Data/refs/heads/main/b/snev_NA_2100_52794729379__b.jpg","Urban_Rural"
"106","picture106","snev_NA_2100_52950437568__b","https://raw.githubusercontent.com/kampax/Train_Data/refs/heads/main/b/snev_NA_2100_52950437568__b.jpg","Urban_Rural"
"107","picture107","snev_NA_2100_52983089872__b","https://raw.githubusercontent.com/kampax/Train_Data/refs/heads/main/b/snev_NA_2100_52983089872__b.jpg","Urban_Rural"
"108","picture108","snev_NA_3360_53095805920__b","https://raw.githubusercontent.com/kampax/Train_Data/refs/heads/main/b/snev_NA_3360_53095805920__b.jpg","Cultural_Religious"
"109","picture109","snev_NA_3361_52999458852__b","https://raw.githubusercontent.com/kampax/Train_Data/refs/heads/main/b/snev_NA_3361_52999458852__b.jpg","Cultural_Religious"
"110","picture110","snev_NA_646_53623173958__b","https://raw.githubusercontent.com/kampax/Train_Data/refs/heads/main/b/snev_NA_646_53623173958__b.jpg","Cultural_Religious"
"111","picture111","snev_NA_6898_52855823675__b","https://raw.githubusercontent.com/kampax/Train_Data/refs/heads/main/b/snev_NA_6898_52855823675__b.jpg","Cultural_Religious"
"112","picture112","snev_NA_6898_52855880808__b","https://raw.githubusercontent.com/kampax/Train_Data/refs/heads/main/b/snev_NA_6898_52855880808__b.jpg","Cultural_Religious"
"113","picture113","16748429757","https://raw.githubusercontent.com/kampax/Train_Data/refs/heads/main/c/16748429757.jpg","Fauna_Flora"
"114","picture114","17590473384","https://raw.githubusercontent.com/kampax/Train_Data/refs/heads/main/c/17590473384.jpg","Fauna_Flora"
"115","picture115","1843940935","https://raw.githubusercontent.com/kampax/Train_Data/refs/heads/main/c/1843940935.jpg","Cultural_Religious"
"116","picture116","20498164588","https://raw.githubusercontent.com/kampax/Train_Data/refs/heads/main/c/20498164588.jpg","Fauna_Flora"
"117","picture117","2134564411","https://raw.githubusercontent.com/kampax/Train_Data/refs/heads/main/c/2134564411.jpg","Cultural_Religious"
"118","picture118","23173342474","https://raw.githubusercontent.com/kampax/Train_Data/refs/heads/main/c/23173342474.jpg","Fauna_Flora"
"119","picture119","25444451341","https://raw.githubusercontent.com/kampax/Train_Data/refs/heads/main/c/25444451341.jpg","Fauna_Flora"
"120","picture120","3999817857","https://raw.githubusercontent.com/kampax/Train_Data/refs/heads/main/c/3999817857.jpg","Cultural_Religious"
"121","picture121","5143540019","https://raw.githubusercontent.com/kampax/Train_Data/refs/heads/main/c/5143540019.jpg","Fauna_Flora"
"122","picture122","5547921397","https://raw.githubusercontent.com/kampax/Train_Data/refs/heads/main/c/5547921397.jpg","Fauna_Flora"
"123","picture123","5918993653","https://raw.githubusercontent.com/kampax/Train_Data/refs/heads/main/c/5918993653.jpg","Fauna_Flora"
"124","picture124","7598948890","https://raw.githubusercontent.com/kampax/Train_Data/refs/heads/main/c/7598948890.jpg","Cultural_Religious"
"125","picture125","9706222005","https://raw.githubusercontent.com/kampax/Train_Data/refs/heads/main/c/9706222005.jpg","Cultural_Religious"
"126","picture126","aiguestortes_NA_1553_49704457123__b","https://raw.githubusercontent.com/kampax/Train_Data/refs/heads/main/c/aiguestortes_NA_1553_49704457123__b.jpg","Nature"
"127","picture127","aiguestortes_NA_1553_49705308072__b","https://raw.githubusercontent.com/kampax/Train_Data/refs/heads/main/c/aiguestortes_NA_1553_49705308072__b.jpg","Nature"
"128","picture128","aiguestortes_NA_1619_28254834614__b","https://raw.githubusercontent.com/kampax/Train_Data/refs/heads/main/c/aiguestortes_NA_1619_28254834614__b.jpg","Nature"
"129","picture129","aiguestortes_NA_1619_28796105081__b","https://raw.githubusercontent.com/kampax/Train_Data/refs/heads/main/c/aiguestortes_NA_1619_28796105081__b.jpg","Nature"
"130","picture130","aiguestortes_NA_1619_28872141055__b","https://raw.githubusercontent.com/kampax/Train_Data/refs/heads/main/c/aiguestortes_NA_1619_28872141055__b.jpg","Nature"
"131","picture131","aiguestortes_NA_1619_28872141475__b","https://raw.githubusercontent.com/kampax/Train_Data/refs/heads/main/c/aiguestortes_NA_1619_28872141475__b.jpg","Nature"
"132","picture132","aiguestortes_NA_1619_32149396937__b","https://raw.githubusercontent.com/kampax/Train_Data/refs/heads/main/c/aiguestortes_NA_1619_32149396937__b.jpg","Nature"
"133","picture133","aiguestortes_NA_1619_33676772871__b","https://raw.githubusercontent.com/kampax/Train_Data/refs/heads/main/c/aiguestortes_NA_1619_33676772871__b.jpg","Nature"
"134","picture134","aiguestortes_NA_3414_20678138672__b","https://raw.githubusercontent.com/kampax/Train_Data/refs/heads/main/c/aiguestortes_NA_3414_20678138672__b.jpg","Nature"
"135","picture135","aiguestortes_NA_3934_51438262507__b","https://raw.githubusercontent.com/kampax/Train_Data/refs/heads/main/c/aiguestortes_NA_3934_51438262507__b.jpg","Nature"
"136","picture136","aiguestortes_NA_3934_51438262692__b","https://raw.githubusercontent.com/kampax/Train_Data/refs/heads/main/c/aiguestortes_NA_3934_51438262692__b.jpg","Nature"
"137","picture137","aiguestortes_NA_3934_51439014916__b","https://raw.githubusercontent.com/kampax/Train_Data/refs/heads/main/c/aiguestortes_NA_3934_51439014916__b.jpg","Nature"
"138","picture138","aiguestortes_NA_3934_51439017051__b","https://raw.githubusercontent.com/kampax/Train_Data/refs/heads/main/c/aiguestortes_NA_3934_51439017051__b.jpg","Nature"
"139","picture139","granada_NA_1036_16552056024__b","https://raw.githubusercontent.com/kampax/Train_Data/refs/heads/main/c/granada_NA_1036_16552056024__b.jpg","Cultural_Religious"
"140","picture140","granada_NA_1460_48361689447__b","https://raw.githubusercontent.com/kampax/Train_Data/refs/heads/main/c/granada_NA_1460_48361689447__b.jpg","Cultural_Religious"
"141","picture141","granada_NA_1460_49101463488__b","https://raw.githubusercontent.com/kampax/Train_Data/refs/heads/main/c/granada_NA_1460_49101463488__b.jpg","Cultural_Religious"
"142","picture142","granada_NA_1513_30940686051__b","https://raw.githubusercontent.com/kampax/Train_Data/refs/heads/main/c/granada_NA_1513_30940686051__b.jpg","Cultural_Religious"
"143","picture143","granada_NA_1513_30941180401__b","https://raw.githubusercontent.com/kampax/Train_Data/refs/heads/main/c/granada_NA_1513_30941180401__b.jpg","Cultural_Religious"
"144","picture144","granada_NA_1514_16038631257__b","https://raw.githubusercontent.com/kampax/Train_Data/refs/heads/main/c/granada_NA_1514_16038631257__b.jpg","Cultural_Religious"
"145","picture145","granada_NA_1515_26332274000__b","https://raw.githubusercontent.com/kampax/Train_Data/refs/heads/main/c/granada_NA_1515_26332274000__b.jpg","Cultural_Religious"
"146","picture146","granada_NA_1515_26496426172__b","https://raw.githubusercontent.com/kampax/Train_Data/refs/heads/main/c/granada_NA_1515_26496426172__b.jpg","Cultural_Religious"
"147","picture147","granada_NA_1515_29492555041__b","https://raw.githubusercontent.com/kampax/Train_Data/refs/heads/main/c/granada_NA_1515_29492555041__b.jpg","Cultural_Religious"
"148","picture148","granada_NA_1515_31856323667__b","https://raw.githubusercontent.com/kampax/Train_Data/refs/heads/main/c/granada_NA_1515_31856323667__b.jpg","Cultural_Religious"
"149","picture149","granada_NA_1515_33769239460__b","https://raw.githubusercontent.com/kampax/Train_Data/refs/heads/main/c/granada_NA_1515_33769239460__b.jpg","Cultural_Religious"
"150","picture150","granada_NA_1516_24030347533__b","https://raw.githubusercontent.com/kampax/Train_Data/refs/heads/main/c/granada_NA_1516_24030347533__b.jpg","Urban_Rural"
"151","picture151","granada_NA_1516_24030347833__b","https://raw.githubusercontent.com/kampax/Train_Data/refs/heads/main/c/granada_NA_1516_24030347833__b.jpg","Cultural_Religious"
"152","picture152","granada_NA_1516_24289427919__b","https://raw.githubusercontent.com/kampax/Train_Data/refs/heads/main/c/granada_NA_1516_24289427919__b.jpg","Urban_Rural"
"153","picture153","granada_NA_1516_24361611900__b","https://raw.githubusercontent.com/kampax/Train_Data/refs/heads/main/c/granada_NA_1516_24361611900__b.jpg","Cultural_Religious"
"154","picture154","granada_NA_1567_48044792733__b","https://raw.githubusercontent.com/kampax/Train_Data/refs/heads/main/c/granada_NA_1567_48044792733__b.jpg","Cultural_Religious"
"155","picture155","granada_NA_1567_48044793863__b","https://raw.githubusercontent.com/kampax/Train_Data/refs/heads/main/c/granada_NA_1567_48044793863__b.jpg","Cultural_Religious"
"156","picture156","granada_NA_1568_19218019881__b","https://raw.githubusercontent.com/kampax/Train_Data/refs/heads/main/c/granada_NA_1568_19218019881__b.jpg","Cultural_Religious"
"157","picture157","granada_NA_1569_16495160525__b","https://raw.githubusercontent.com/kampax/Train_Data/refs/heads/main/c/granada_NA_1569_16495160525__b.jpg","Cultural_Religious"
"158","picture158","granada_NA_1569_18238955241__b","https://raw.githubusercontent.com/kampax/Train_Data/refs/heads/main/c/granada_NA_1569_18238955241__b.jpg","Cultural_Religious"
"159","picture159","granada_NA_1569_26998964242__b","https://raw.githubusercontent.com/kampax/Train_Data/refs/heads/main/c/granada_NA_1569_26998964242__b.jpg","Cultural_Religious"
"160","picture160","granada_NA_1569_27288491291__b","https://raw.githubusercontent.com/kampax/Train_Data/refs/heads/main/c/granada_NA_1569_27288491291__b.jpg","Cultural_Religious"
"161","picture161","granada_NA_1569_27289540621__b","https://raw.githubusercontent.com/kampax/Train_Data/refs/heads/main/c/granada_NA_1569_27289540621__b.jpg","Cultural_Religious"
